,dep_delay
249308,-5.0
249309,-12.0
249310,34.0
249311,-4.0
249312,-1.0
249313,-6.0
249314,32.0
249315,3.0
249316,4.0
249317,14.0
249318,-5.0
249319,-18.0
249320,-6.0
249321,-6.0
249322,4.0
249323,-4.0
249324,7.0
249325,-11.0
249326,-7.0
249327,-10.0
249328,-10.0
249329,-1.0
249330,-10.0
249331,-8.0
249332,208.0
249333,-5.0
249334,-1.0
249335,-4.0
249336,-1.0
249337,-9.0
249338,-8.0
249339,-5.0
249340,-4.0
249341,-4.0
249342,-4.0
249343,-4.0
249344,-4.0
249345,-3.0
249346,-8.0
249347,-7.0
249348,5.0
249349,-6.0
249350,-10.0
249351,-15.0
249352,-1.0
249353,-8.0
249354,-9.0
249355,-8.0
249356,0.0
249357,-4.0
249358,-5.0
249359,-2.0
249360,-3.0
249361,-10.0
249362,16.0
249363,-10.0
249364,-9.0
249365,-4.0
249366,2.0
249367,-2.0
249368,17.0
249369,6.0
249370,-9.0
249371,-13.0
249372,-4.0
249373,3.0
249374,-6.0
249375,-1.0
249376,-4.0
249377,-5.0
249378,-5.0
249379,-9.0
249380,-3.0
249381,-2.0
249382,-2.0
249383,9.0
249384,-1.0
249385,-10.0
249386,-3.0
249387,-8.0
249388,-3.0
249389,-1.0
249390,4.0
249391,-8.0
249392,-2.0
249393,-6.0
249394,12.0
249395,-5.0
249396,-3.0
249397,-5.0
249398,-4.0
249399,-8.0
249400,-3.0
249401,-1.0
249402,-1.0
249403,38.0
249404,-4.0
249405,-2.0
249406,5.0
249407,13.0
249408,0.0
249409,12.0
249410,-2.0
249411,-3.0
249412,-5.0
249413,-4.0
249414,-4.0
249415,-4.0
249416,2.0
249417,18.0
249418,-6.0
249419,0.0
249420,0.0
249421,-8.0
249422,-1.0
249423,-4.0
249424,-5.0
249425,0.0
249426,-9.0
249427,-5.0
249428,-9.0
249429,-3.0
249430,-8.0
249431,-7.0
249432,-2.0
249433,-6.0
249434,-6.0
249435,-6.0
249436,-10.0
249437,-5.0
249438,-5.0
249439,-10.0
249440,-10.0
249441,-2.0
249442,-1.0
249443,-1.0
249444,0.0
249445,-1.0
249446,9.0
249447,-5.0
249448,-4.0
249449,131.0
249450,-3.0
249451,-1.0
249452,3.0
249453,-6.0
249454,-1.0
249455,-9.0
249456,1.0
249457,8.0
249458,-7.0
249459,-2.0
249460,-2.0
249461,-3.0
249462,-5.0
249463,-16.0
249464,-4.0
249465,10.0
249466,3.0
249467,-6.0
249468,-1.0
249469,-5.0
249470,-9.0
249471,-2.0
249472,-4.0
249473,-2.0
249474,-6.0
249475,-2.0
249476,-6.0
249477,-1.0
249478,-4.0
249479,0.0
249480,-1.0
249481,-4.0
249482,-4.0
249483,-6.0
249484,-3.0
249485,-2.0
249486,4.0
249487,-8.0
249488,-1.0
249489,-7.0
249490,0.0
249491,-6.0
249492,5.0
249493,-4.0
249494,-6.0
249495,-3.0
249496,-7.0
249497,-7.0
249498,-1.0
249499,-1.0
249500,6.0
249501,2.0
249502,-3.0
249503,-5.0
249504,-3.0
249505,-9.0
249506,-8.0
249507,-8.0
249508,12.0
249509,-7.0
249510,-6.0
249511,-5.0
249512,-4.0
249513,-4.0
249514,-3.0
249515,-10.0
249516,2.0
249517,-3.0
249518,3.0
249519,24.0
249520,-9.0
249521,-3.0
249522,-5.0
249523,-3.0
249524,3.0
249525,-5.0
249526,-4.0
249527,2.0
249528,-6.0
249529,-2.0
249530,-5.0
249531,-8.0
249532,19.0
249533,-11.0
249534,-10.0
249535,-8.0
249536,-11.0
249537,22.0
249538,-7.0
249539,-7.0
249540,-2.0
249541,-6.0
249542,0.0
249543,-5.0
249544,2.0
249545,-8.0
249546,-2.0
249547,-3.0
249548,-3.0
249549,39.0
249550,-9.0
249551,0.0
249552,34.0
249553,-4.0
249554,-11.0
249555,-9.0
249556,-8.0
249557,-7.0
249558,-7.0
249559,24.0
249560,-4.0
249561,-4.0
249562,-2.0
249563,-2.0
249564,3.0
249565,0.0
249566,-6.0
249567,-9.0
249568,-8.0
249569,-3.0
249570,-7.0
249571,-7.0
249572,-5.0
249573,-5.0
249574,-3.0
249575,-10.0
249576,-5.0
249577,-4.0
249578,-6.0
249579,-5.0
249580,-5.0
249581,-7.0
249582,-5.0
249583,-5.0
249584,185.0
249585,-5.0
249586,-3.0
249587,2.0
249588,-2.0
249589,-3.0
249590,-8.0
249591,-3.0
249592,31.0
249593,-9.0
249594,-3.0
249595,11.0
249596,-6.0
249597,-1.0
249598,-3.0
249599,-6.0
249600,-8.0
249601,48.0
249602,0.0
249603,-10.0
249604,-4.0
249605,-8.0
249606,194.0
249607,-5.0
249608,-4.0
249609,-4.0
249610,-3.0
249611,2.0
249612,-8.0
249613,-1.0
249614,0.0
249615,-4.0
249616,-2.0
249617,-6.0
249618,-6.0
249619,-8.0
249620,-6.0
249621,-1.0
249622,-3.0
249623,-3.0
249624,9.0
249625,55.0
249626,41.0
249627,-7.0
249628,-2.0
249629,3.0
249630,-10.0
249631,-3.0
249632,-4.0
249633,1.0
249634,2.0
249635,3.0
249636,6.0
249637,-3.0
249638,-4.0
249639,-1.0
249640,-15.0
249641,-13.0
249642,-10.0
249643,-5.0
249644,-9.0
249645,-4.0
249646,-8.0
249647,-8.0
249648,-6.0
249649,24.0
249650,-5.0
249651,-5.0
249652,-5.0
249653,-5.0
249654,-2.0
249655,-4.0
249656,-7.0
249657,-10.0
249658,-6.0
249659,1.0
249660,1.0
249661,-4.0
249662,-2.0
249663,-1.0
249664,24.0
249665,-4.0
249666,-4.0
249667,13.0
249668,28.0
249669,-7.0
249670,0.0
249671,5.0
249672,61.0
249673,-3.0
249674,-13.0
249675,18.0
249676,-8.0
249677,22.0
249678,-4.0
249679,-5.0
249680,-2.0
249681,-6.0
249682,-6.0
249683,97.0
249684,10.0
249685,1.0
249686,-5.0
249687,1.0
249688,-5.0
249689,-4.0
249690,-4.0
249691,-6.0
249692,-2.0
249693,3.0
249694,-8.0
249695,-5.0
249696,-9.0
249697,7.0
249698,1.0
249699,-7.0
249700,-6.0
249701,28.0
249702,-5.0
249703,8.0
249704,-3.0
249705,-3.0
249706,-2.0
249707,-16.0
249708,-1.0
249709,0.0
249710,0.0
249711,-4.0
249712,-9.0
249713,-9.0
249714,33.0
249715,26.0
249716,-9.0
249717,-8.0
249718,-3.0
249719,-3.0
249720,4.0
249721,-6.0
249722,15.0
249723,3.0
249724,16.0
249725,-9.0
249726,5.0
249727,18.0
249728,-5.0
249729,-4.0
249730,-6.0
249731,25.0
249732,37.0
249733,0.0
249734,-1.0
249735,5.0
249736,4.0
249737,6.0
249738,8.0
249739,-9.0
249740,-5.0
249741,-3.0
249742,-5.0
249743,-14.0
249744,-2.0
249745,-2.0
249746,4.0
249747,-10.0
249748,2.0
249749,-5.0
249750,-15.0
249751,16.0
249752,-7.0
249753,-7.0
249754,-1.0
249755,-5.0
249756,-10.0
249757,7.0
249758,17.0
249759,-5.0
249760,-5.0
249761,-5.0
249762,-12.0
249763,26.0
249764,-2.0
249765,27.0
249766,268.0
249767,-2.0
249768,-2.0
249769,9.0
249770,1.0
249771,0.0
249772,-7.0
249773,15.0
249774,-5.0
249775,18.0
249776,-2.0
249777,0.0
249778,30.0
249779,24.0
249780,-2.0
249781,-4.0
249782,-7.0
249783,0.0
249784,10.0
249785,-4.0
249786,-4.0
249787,-6.0
249788,0.0
249789,0.0
249790,1.0
249791,-4.0
249792,-3.0
249793,5.0
249794,3.0
249795,1.0
249796,0.0
249797,-6.0
249798,-1.0
249799,-5.0
249800,-8.0
249801,-2.0
249802,-2.0
249803,-10.0
249804,-1.0
249805,-1.0
249806,0.0
249807,-10.0
249808,-5.0
249809,-3.0
249810,5.0
249811,-4.0
249812,-7.0
249813,-3.0
249814,3.0
249815,-2.0
249816,-6.0
249817,-1.0
249818,-5.0
249819,0.0
249820,-4.0
249821,-4.0
249822,-4.0
249823,-8.0
249824,2.0
249825,-2.0
249826,-3.0
249827,14.0
249828,31.0
249829,0.0
249830,1.0
249831,-2.0
249832,-3.0
249833,-7.0
249834,19.0
249835,-10.0
249836,10.0
249837,-4.0
249838,7.0
249839,23.0
249840,1.0
249841,7.0
249842,18.0
249843,21.0
249844,-4.0
249845,47.0
249846,-2.0
249847,13.0
249848,-1.0
249849,18.0
249850,15.0
249851,12.0
249852,28.0
249853,-5.0
249854,35.0
249855,-4.0
249856,-2.0
249857,28.0
249858,-3.0
249859,-1.0
249860,-1.0
249861,2.0
249862,25.0
249863,-4.0
249864,6.0
249865,10.0
249866,27.0
249867,5.0
249868,6.0
249869,-3.0
249870,-3.0
249871,2.0
249872,3.0
249873,-1.0
249874,9.0
249875,14.0
249876,21.0
249877,-4.0
249878,-4.0
249879,-2.0
249880,-5.0
249881,34.0
249882,-6.0
249883,-5.0
249884,-5.0
249885,-1.0
249886,6.0
249887,-4.0
249888,-4.0
249889,-4.0
249890,52.0
249891,10.0
249892,1.0
249893,0.0
249894,0.0
249895,2.0
249896,13.0
249897,4.0
249898,-8.0
249899,7.0
249900,53.0
249901,-4.0
249902,6.0
249903,-4.0
249904,-5.0
249905,30.0
249906,-3.0
249907,18.0
249908,5.0
249909,33.0
249910,19.0
249911,-5.0
249912,35.0
249913,87.0
249914,4.0
249915,8.0
249916,-5.0
249917,0.0
249918,-4.0
249919,5.0
249920,0.0
249921,0.0
249922,-3.0
249923,-5.0
249924,1.0
249925,-2.0
249926,-6.0
249927,43.0
249928,30.0
249929,-4.0
249930,11.0
249931,-4.0
249932,0.0
249933,22.0
249934,-1.0
249935,45.0
249936,-10.0
249937,-9.0
249938,-3.0
249939,-1.0
249940,20.0
249941,-9.0
249942,-1.0
249943,7.0
249944,9.0
249945,-5.0
249946,-5.0
249947,6.0
249948,-4.0
249949,2.0
249950,-8.0
249951,62.0
249952,-3.0
249953,-3.0
249954,-2.0
249955,-2.0
249956,-2.0
249957,-2.0
249958,0.0
249959,1.0
249960,6.0
249961,-3.0
249962,-5.0
249963,8.0
249964,-2.0
249965,-6.0
249966,29.0
249967,0.0
249968,11.0
249969,6.0
249970,42.0
249971,-2.0
249972,43.0
249973,42.0
249974,-4.0
249975,-6.0
249976,2.0
249977,-1.0
249978,-7.0
249979,6.0
249980,3.0
249981,78.0
249982,-9.0
249983,2.0
249984,-7.0
249985,-6.0
249986,88.0
249987,-6.0
249988,9.0
249989,-5.0
249990,-4.0
249991,-5.0
249992,-5.0
249993,-3.0
249994,-4.0
249995,-7.0
249996,4.0
249997,0.0
249998,10.0
249999,0.0
250000,53.0
250001,13.0
250002,32.0
250003,-8.0
250004,-5.0
250005,5.0
250006,1.0
250007,-2.0
250008,13.0
250009,40.0
250010,42.0
250011,10.0
250012,4.0
250013,-13.0
250014,15.0
250015,-7.0
250016,-6.0
250017,-4.0
250018,-9.0
250019,37.0
250020,-8.0
250021,-4.0
250022,-4.0
250023,-5.0
250024,-5.0
250025,-3.0
250026,-1.0
250027,-11.0
250028,4.0
250029,149.0
250030,-5.0
250031,1.0
250032,0.0
250033,8.0
250034,0.0
250035,51.0
250036,-9.0
250037,-4.0
250038,-7.0
250039,12.0
250040,-9.0
250041,-2.0
250042,37.0
250043,-7.0
250044,-2.0
250045,-1.0
250046,-1.0
250047,0.0
250048,1.0
250049,-3.0
250050,21.0
250051,6.0
250052,-6.0
250053,-6.0
250054,-5.0
250055,-4.0
250056,-4.0
250057,-4.0
250058,57.0
250059,-4.0
250060,-3.0
250061,-6.0
250062,-1.0
250063,0.0
250064,-4.0
250065,-7.0
250066,-7.0
250067,-2.0
250068,3.0
250069,34.0
250070,-7.0
250071,6.0
250072,11.0
250073,10.0
250074,-6.0
250075,63.0
250076,14.0
250077,0.0
250078,-4.0
250079,29.0
250080,-1.0
250081,-5.0
250082,-9.0
250083,-9.0
250084,-6.0
250085,4.0
250086,-5.0
250087,0.0
250088,31.0
250089,-4.0
250090,-2.0
250091,-3.0
250092,-2.0
250093,13.0
250094,-2.0
250095,-7.0
250096,4.0
250097,-6.0
250098,-1.0
250099,-1.0
250100,0.0
250101,-5.0
250102,0.0
250103,6.0
250104,3.0
250105,17.0
250106,32.0
250107,13.0
250108,-7.0
250109,3.0
250110,-6.0
250111,10.0
250112,-7.0
250113,14.0
250114,22.0
250115,-5.0
250116,7.0
250117,11.0
250118,-3.0
250119,-7.0
250120,-1.0
250121,-1.0
250122,-1.0
250123,23.0
250124,-4.0
250125,-6.0
250126,5.0
250127,-4.0
250128,8.0
250129,-5.0
250130,-5.0
250131,5.0
250132,7.0
250133,-7.0
250134,4.0
250135,9.0
250136,-5.0
250137,-1.0
250138,12.0
250139,-10.0
250140,8.0
250141,-6.0
250142,21.0
250143,-8.0
250144,23.0
250145,29.0
250146,-5.0
250147,-2.0
250148,33.0
250149,-2.0
250150,0.0
250151,1.0
250152,-3.0
250153,-12.0
250154,5.0
250155,-1.0
250156,33.0
250157,-5.0
250158,-5.0
250159,7.0
250160,72.0
250161,66.0
250162,-2.0
250163,-1.0
250164,7.0
250165,-5.0
250166,3.0
250167,-3.0
250168,52.0
250169,-6.0
250170,-2.0
250171,-2.0
250172,28.0
250173,-6.0
250174,25.0
250175,7.0
250176,-2.0
250177,-7.0
250178,-5.0
250179,30.0
250180,5.0
250181,-12.0
250182,64.0
250183,11.0
250184,27.0
250185,13.0
250186,96.0
250187,18.0
250188,-12.0
250189,-5.0
250190,-7.0
250191,-9.0
250192,29.0
250193,0.0
250194,4.0
250195,-5.0
250196,-4.0
250197,-4.0
250198,17.0
250199,-12.0
250200,18.0
250201,0.0
250202,42.0
250203,-5.0
250204,3.0
250205,6.0
250206,19.0
250207,10.0
250208,6.0
250209,40.0
250210,47.0
250211,21.0
250212,14.0
250213,10.0
250214,24.0
250215,6.0
250216,137.0
250217,11.0
250218,-8.0
250219,-6.0
250220,14.0
250221,-13.0
250222,26.0
250223,-2.0
250224,-2.0
250225,5.0
250226,17.0
250227,-7.0
250228,14.0
250229,9.0
250230,2.0
250231,-2.0
250232,-1.0
250233,60.0
250234,123.0
250235,64.0
250236,23.0
250237,323.0
250238,49.0
250239,-8.0
250240,62.0
250241,27.0
250242,-18.0
250243,-5.0
250244,0.0
250245,-5.0
250246,0.0
250247,-13.0
250248,127.0
250249,219.0
250250,153.0
250251,204.0
250252,182.0
250253,162.0
250254,-9.0
250255,-5.0
250256,-7.0
250257,-6.0
250258,-3.0
250259,-3.0
250260,-8.0
250261,-7.0
250262,-6.0
250263,-6.0
250264,-6.0
250265,-6.0
250266,-6.0
250267,-5.0
250268,-4.0
250269,-4.0
250270,-4.0
250271,-4.0
250272,-4.0
250273,-4.0
250274,-3.0
250275,-2.0
250276,-1.0
250277,0.0
250278,1.0
250279,-7.0
250280,-6.0
250281,-11.0
250282,-12.0
250283,-7.0
250284,0.0
250285,-3.0
250286,-3.0
250287,2.0
250288,-6.0
250289,-6.0
250290,-2.0
250291,-8.0
250292,-8.0
250293,-7.0
250294,-1.0
250295,-6.0
250296,-1.0
250297,4.0
250298,-6.0
250299,-5.0
250300,26.0
250301,-4.0
250302,-4.0
250303,-9.0
250304,-1.0
250305,-5.0
250306,0.0
250307,1.0
250308,1.0
250309,-4.0
250310,1.0
250311,-7.0
250312,-5.0
250313,-5.0
250314,-4.0
250315,-3.0
250316,-7.0
250317,2.0
250318,-1.0
250319,-6.0
250320,-4.0
250321,13.0
250322,-3.0
250323,15.0
250324,-8.0
250325,-7.0
250326,-11.0
250327,-7.0
250328,-6.0
250329,-1.0
250330,1.0
250331,-7.0
250332,-2.0
250333,-5.0
250334,-6.0
250335,-5.0
250336,-5.0
250337,-5.0
250338,-3.0
250339,-4.0
250340,-4.0
250341,-3.0
250342,-3.0
250343,-3.0
250344,-2.0
250345,-11.0
250346,-1.0
250347,0.0
250348,0.0
250349,-5.0
250350,2.0
250351,-8.0
250352,-7.0
250353,-1.0
250354,-6.0
250355,-1.0
250356,-3.0
250357,8.0
250358,-5.0
250359,-5.0
250360,-4.0
250361,81.0
250362,26.0
250363,2.0
250364,3.0
250365,0.0
250366,-1.0
250367,-5.0
250368,20.0
250369,-5.0
250370,-5.0
250371,-10.0
250372,-3.0
250373,-10.0
250374,0.0
250375,-8.0
250376,0.0
250377,-5.0
250378,-4.0
250379,-3.0
250380,-4.0
250381,14.0
250382,-9.0
250383,-4.0
250384,-8.0
250385,-3.0
250386,-2.0
250387,-2.0
250388,-7.0
250389,109.0
250390,-1.0
250391,-10.0
250392,4.0
250393,-9.0
250394,-6.0
250395,-7.0
250396,-4.0
250397,-6.0
250398,-1.0
250399,-5.0
250400,-4.0
250401,-5.0
250402,-10.0
250403,-4.0
250404,-3.0
250405,-3.0
250406,-3.0
250407,-3.0
250408,-3.0
250409,-8.0
250410,-7.0
250411,-7.0
250412,-1.0
250413,4.0
250414,-5.0
250415,7.0
250416,2.0
250417,-12.0
250418,-7.0
250419,5.0
250420,-4.0
250421,-5.0
250422,-5.0
250423,-4.0
250424,1.0
250425,-1.0
250426,-7.0
250427,7.0
250428,-3.0
250429,-7.0
250430,-2.0
250431,17.0
250432,-7.0
250433,-8.0
250434,-7.0
250435,4.0
250436,-10.0
250437,-3.0
250438,-2.0
250439,3.0
250440,30.0
250441,-5.0
250442,-4.0
250443,-4.0
250444,-3.0
250445,-14.0
250446,-4.0
250447,4.0
250448,-4.0
250449,1.0
250450,-4.0
250451,-5.0
250452,24.0
250453,0.0
250454,-5.0
250455,-6.0
250456,-3.0
250457,-5.0
250458,-2.0
250459,-1.0
250460,-8.0
250461,-5.0
250462,-11.0
250463,-9.0
250464,-8.0
250465,32.0
250466,-3.0
250467,-2.0
250468,5.0
250469,5.0
250470,-5.0
250471,-3.0
250472,-3.0
250473,43.0
250474,-7.0
250475,-6.0
250476,19.0
250477,-5.0
250478,26.0
250479,-8.0
250480,45.0
250481,-5.0
250482,-5.0
250483,56.0
250484,-4.0
250485,-4.0
250486,-3.0
250487,-2.0
250488,1.0
250489,-2.0
250490,-2.0
250491,-2.0
250492,-1.0
250493,35.0
250494,37.0
250495,1.0
250496,124.0
250497,-6.0
250498,-8.0
250499,-6.0
250500,-1.0
250501,-10.0
250502,-5.0
250503,-5.0
250504,-5.0
250505,26.0
250506,-14.0
250507,-4.0
250508,-3.0
250509,-3.0
250510,38.0
250511,-2.0
250512,25.0
250513,-5.0
250514,-10.0
250515,-9.0
250516,8.0
250517,0.0
250518,-4.0
250519,-4.0
250520,-10.0
250521,-3.0
250522,41.0
250523,-2.0
250524,47.0
250525,-3.0
250526,-2.0
250527,-2.0
250528,3.0
250529,4.0
250530,71.0
250531,-2.0
250532,-6.0
250533,-8.0
250534,-7.0
250535,-6.0
250536,22.0
250537,-2.0
250538,-10.0
250539,-5.0
250540,-7.0
250541,-7.0
250542,53.0
250543,-7.0
250544,-7.0
250545,-6.0
250546,-6.0
250547,-3.0
250548,-8.0
250549,-4.0
250550,-3.0
250551,-3.0
250552,-3.0
250553,-5.0
250554,-6.0
250555,0.0
250556,25.0
250557,-7.0
250558,-1.0
250559,-4.0
250560,-4.0
250561,-6.0
250562,-4.0
250563,17.0
250564,-7.0
250565,0.0
250566,-4.0
250567,-7.0
250568,-5.0
250569,-4.0
250570,-4.0
250571,-3.0
250572,-7.0
250573,-6.0
250574,-4.0
250575,-4.0
250576,-3.0
250577,-2.0
250578,-3.0
250579,-3.0
250580,108.0
250581,2.0
250582,19.0
250583,6.0
250584,0.0
250585,-10.0
250586,7.0
250587,-7.0
250588,-3.0
250589,-7.0
250590,-3.0
250591,3.0
250592,-6.0
250593,-9.0
250594,22.0
250595,-1.0
250596,-5.0
250597,-4.0
250598,-4.0
250599,-4.0
250600,-3.0
250601,-2.0
250602,-2.0
250603,-6.0
250604,0.0
250605,0.0
250606,-5.0
250607,1.0
250608,-3.0
250609,-7.0
250610,-6.0
250611,-1.0
250612,-4.0
250613,9.0
250614,-5.0
250615,-12.0
250616,-9.0
250617,-5.0
250618,-5.0
250619,-5.0
250620,-10.0
250621,66.0
250622,-3.0
250623,-3.0
250624,5.0
250625,186.0
250626,46.0
250627,-6.0
250628,0.0
250629,17.0
250630,-3.0
250631,-2.0
250632,0.0
250633,16.0
250634,-7.0
250635,-3.0
250636,-3.0
250637,198.0
250638,-6.0
250639,-6.0
250640,0.0
250641,-5.0
250642,-5.0
250643,-3.0
250644,-2.0
250645,-1.0
250646,-6.0
250647,0.0
250648,0.0
250649,0.0
250650,-4.0
250651,-8.0
250652,45.0
250653,0.0
250654,-6.0
250655,16.0
250656,-6.0
250657,0.0
250658,-7.0
250659,23.0
250660,-2.0
250661,-2.0
250662,25.0
250663,21.0
250664,3.0
250665,13.0
250666,-4.0
250667,11.0
250668,26.0
250669,-7.0
250670,-2.0
250671,-3.0
250672,0.0
250673,-4.0
250674,32.0
250675,3.0
250676,98.0
250677,-8.0
250678,-7.0
250679,-8.0
250680,-8.0
250681,53.0
250682,3.0
250683,-6.0
250684,-3.0
250685,-3.0
250686,-5.0
250687,-4.0
250688,-2.0
250689,7.0
250690,-4.0
250691,14.0
250692,4.0
250693,3.0
250694,4.0
250695,17.0
250696,121.0
250697,-4.0
250698,7.0
250699,28.0
250700,9.0
250701,-4.0
250702,11.0
250703,4.0
250704,36.0
250705,-7.0
250706,-9.0
250707,-5.0
250708,13.0
250709,-4.0
250710,46.0
250711,-1.0
250712,2.0
250713,24.0
250714,11.0
250715,-7.0
250716,-5.0
250717,-7.0
250718,29.0
250719,-1.0
250720,-5.0
250721,0.0
250722,5.0
250723,31.0
250724,-8.0
250725,-8.0
250726,0.0
250727,11.0
250728,-3.0
250729,-2.0
250730,17.0
250731,-3.0
250732,-1.0
250733,10.0
250734,62.0
250735,27.0
250736,33.0
250737,8.0
250738,-11.0
250739,-3.0
250740,21.0
250741,22.0
250742,51.0
250743,38.0
250744,30.0
250745,39.0
250746,-3.0
250747,-3.0
250748,14.0
250749,2.0
250750,-3.0
250751,6.0
250752,20.0
250753,18.0
250754,-1.0
250755,5.0
250756,17.0
250757,13.0
250758,-3.0
250759,18.0
250760,-13.0
250761,14.0
250762,-1.0
250763,-5.0
250764,16.0
250765,-7.0
250766,32.0
250767,-6.0
250768,-5.0
250769,-4.0
250770,-4.0
250771,3.0
250772,14.0
250773,-4.0
250774,4.0
250775,-2.0
250776,22.0
250777,12.0
250778,-7.0
250779,-1.0
250780,-1.0
250781,-1.0
250782,12.0
250783,-3.0
250784,3.0
250785,63.0
250786,5.0
250787,7.0
250788,-4.0
250789,23.0
250790,53.0
250791,53.0
250792,34.0
250793,10.0
250794,10.0
250795,1.0
250796,12.0
250797,20.0
250798,16.0
250799,-4.0
250800,8.0
250801,78.0
250802,-1.0
250803,35.0
250804,87.0
250805,27.0
250806,-11.0
250807,-5.0
250808,-2.0
250809,212.0
250810,8.0
250811,21.0
250812,35.0
250813,16.0
250814,-2.0
250815,17.0
250816,-6.0
250817,29.0
250818,67.0
250819,17.0
250820,7.0
250821,58.0
250822,8.0
250823,5.0
250824,-4.0
250825,12.0
250826,63.0
250827,-6.0
250828,-1.0
250829,56.0
250830,6.0
250831,2.0
250832,23.0
250833,14.0
250834,-4.0
250835,80.0
250836,62.0
250837,188.0
250838,150.0
250839,128.0
250840,-7.0
250841,-3.0
250842,73.0
250843,13.0
250844,54.0
250845,18.0
250846,-5.0
250847,22.0
250848,189.0
250849,94.0
250850,0.0
250851,95.0
250852,4.0
250853,118.0
250854,205.0
250855,6.0
250856,-1.0
250857,18.0
250858,61.0
250859,31.0
250860,1.0
250861,129.0
250862,39.0
250863,34.0
250864,63.0
250865,-2.0
250866,0.0
250867,40.0
250868,25.0
250869,216.0
250870,92.0
250871,2.0
250872,154.0
250873,43.0
250874,81.0
250875,51.0
250876,-6.0
250877,-2.0
250878,-5.0
250879,31.0
250880,65.0
250881,159.0
250882,29.0
250883,35.0
250884,31.0
250885,92.0
250886,42.0
250887,55.0
250888,278.0
250889,99.0
250890,29.0
250891,6.0
250892,80.0
250893,342.0
250894,134.0
250895,68.0
250896,104.0
250897,136.0
250898,17.0
250899,47.0
250900,59.0
250901,38.0
250902,55.0
250903,21.0
250904,172.0
250905,36.0
250906,139.0
250907,75.0
250908,57.0
250909,31.0
250910,123.0
250911,128.0
250912,125.0
250913,4.0
250914,14.0
250915,70.0
250916,37.0
250917,72.0
250918,67.0
250919,188.0
250920,99.0
250921,9.0
250922,0.0
250923,104.0
250924,120.0
250925,1.0
250926,15.0
250927,-4.0
250928,3.0
250929,-3.0
250930,6.0
250931,7.0
250932,38.0
250933,98.0
250934,174.0
250935,174.0
250936,10.0
250937,71.0
250938,170.0
250939,140.0
250940,220.0
250941,-3.0
250942,48.0
250943,213.0
250944,18.0
250945,0.0
250946,36.0
250947,113.0
250948,39.0
250949,26.0
250950,206.0
250951,45.0
250952,-4.0
250953,163.0
250954,-4.0
250955,28.0
250956,378.0
250957,0.0
250958,216.0
250959,6.0
250960,124.0
250961,148.0
250962,59.0
250963,50.0
250964,252.0
250965,-3.0
250966,98.0
250967,8.0
250968,194.0
250969,56.0
250970,223.0
250971,142.0
250972,287.0
250973,102.0
250974,137.0
250975,138.0
250976,8.0
250977,30.0
250978,76.0
250979,117.0
250980,139.0
250981,202.0
250982,123.0
250983,53.0
250984,81.0
250985,138.0
250986,-2.0
250987,210.0
250988,150.0
250989,56.0
250990,116.0
250991,50.0
250992,92.0
250993,2.0
250994,98.0
250995,0.0
250996,91.0
250997,190.0
250998,59.0
250999,130.0
251000,139.0
251001,7.0
251002,155.0
251003,43.0
251004,6.0
251005,64.0
251006,20.0
251007,185.0
251008,142.0
251009,12.0
251010,98.0
251011,42.0
251012,19.0
251013,160.0
251014,221.0
251015,-3.0
251016,53.0
251017,89.0
251018,185.0
251019,121.0
251020,95.0
251021,181.0
251022,199.0
251023,242.0
251024,1.0
251025,120.0
251026,178.0
251027,68.0
251028,185.0
251029,364.0
251030,128.0
251031,128.0
251032,158.0
251033,113.0
251034,128.0
251035,-4.0
251036,118.0
251037,181.0
251038,76.0
251039,104.0
251040,111.0
251041,161.0
251042,58.0
251043,-4.0
251044,169.0
251045,0.0
251046,152.0
251047,146.0
251048,64.0
251049,196.0
251050,61.0
251051,104.0
251052,20.0
251053,14.0
251054,16.0
251055,143.0
251056,74.0
251057,144.0
251058,155.0
251059,85.0
251060,2.0
251061,-2.0
251062,99.0
251063,33.0
251064,-3.0
251065,113.0
251066,84.0
251067,221.0
251068,-2.0
251069,61.0
251070,210.0
251071,79.0
251072,0.0
251073,226.0
251074,-6.0
251075,123.0
251076,206.0
251077,49.0
251078,91.0
251079,206.0
251080,126.0
251081,67.0
251082,162.0
251083,238.0
251084,193.0
251085,189.0
251086,109.0
251087,209.0
251088,130.0
251089,67.0
251090,13.0
251091,75.0
251092,135.0
251093,142.0
251094,56.0
251095,18.0
251096,34.0
251097,141.0
251098,94.0
251099,64.0
251100,139.0
251101,29.0
251102,25.0
251103,-1.0
251104,153.0
251105,152.0
251106,82.0
251107,124.0
251108,25.0
251109,77.0
251110,195.0
251111,136.0
251112,106.0
251113,64.0
251114,101.0
251115,207.0
251116,223.0
251117,118.0
251118,97.0
251119,67.0
251120,204.0
251121,115.0
251122,16.0
251123,137.0
251124,108.0
251125,119.0
251126,65.0
251127,20.0
251128,150.0
251129,106.0
251130,150.0
251131,90.0
251132,130.0
251133,51.0
251134,82.0
251135,156.0
251136,206.0
251137,117.0
251138,89.0
251139,142.0
251140,-10.0
251141,134.0
251142,182.0
251143,130.0
251144,169.0
251145,239.0
251146,63.0
251147,198.0
251148,100.0
251149,104.0
251150,174.0
251151,153.0
251152,129.0
251153,22.0
251154,89.0
251155,14.0
251156,245.0
251157,125.0
251158,18.0
251159,181.0
251160,80.0
251161,116.0
251162,214.0
251163,113.0
251164,247.0
251165,138.0
251166,234.0
