arxiv_id,category,field,title,abstract
2604.19500v1,physics.ao-ph,Atmospheric Science,Connecting the forward problem to the inverse problem in uncertainty quantification of Earth system models using fast emulators,"Quantifying and reducing uncertainty in Earth system model parameterizations is essential to improving their reliability in decision-making. Forward uncertainty propagation is used to derive parameter sensitivity but requires physically plausible parameter distributions first be learned from observations. Bayesian inference offers a principled approach but can become ill-posed when observations weakly constrain parameters--a condition difficult to know prior to inference. Addressing this gap, we show that parameter sensitivity results from forward uncertainty quantification can guide a non-iterative strategy for identifying observations informative to Bayesian calibration. We explore both forward and inverse uncertainty quantification for parameterizations of atmospheric turbulence in the Weather Research and Forecasting (WRF) model. To overcome the computational bottleneck of $\mathcal{O}(10^5)$ model evaluations required for both analyses, we leverage Gaussian process emulators trained on several hundred WRF simulations. Using these emulators, we conduct a global sensitivity analysis across observation space, investigating how parameter contributions to output variance depend on quantity of interest, atmospheric stability, time-averaging length, and spatial location. We then introduce nondimensional diagnostic measures that systematically identify regions where a parameter's contribution to output variance exceeds observational noise and its independent effect exceeds interaction effects. We demonstrate that observations from these regions serve as a strong proxy for accurate Bayesian calibration and reduced posterior uncertainty. Through emulator-aided Bayesian inversion with synthetic observations, we show how parameter uncertainty can be systematically reduced by leveraging sensitivity information."
2604.19340v1,physics.ao-ph,Atmospheric Science,Improvements to the post-processing of weather forecasts using machine learning and feature selection,"This study aims to develop and improve machine learning-based post-processing models for precipitation, temperature, and wind speed predictions using the Mesoscale Model (MSM) dataset provided by the Japan Meteorological Agency (JMA) for 18 locations across Japan, including plains, mountainous regions, and islands. By incorporating meteorological variables from grid points surrounding the target locations as input features and applying feature selection based on correlation analysis, we found that, in our experimental setting, the LightGBM-based models achieved lower RMSE than the specific neural-network baselines tested in this study, including a reproduced CNN baseline, and also generally achieved lower RMSE than both the raw MSM forecasts and the JMA post-processing product, MSM Guidance (MSMG), across many locations and forecast lead times. Because precipitation has a highly skewed distribution with many zero cases, we additionally examined Tweedie-based loss functions and event-weighted training strategies for precipitation forecasting. These improved event-oriented performance relative to the original LightGBM model, especially at higher rainfall thresholds, although the gains were site dependent and overall performance remained slightly below MSMG."
2605.00860v1,physics.ao-ph,Atmospheric Science,An Adaptive Spatiotemporal Clustering Framework for 3D Ocean Subsurface Temperature Reconstruction,"The reconstruction of ocean subsurface temperature (OST) using satellite remote sensing data holds significant scientific value for advancing the understanding of ocean dynamics and climate variability. However, the scarcity of subsurface observations, combined with the high degree of nonlinearity and spatiotemporal heterogeneity in subsurface processes, poses substantial challenges to the accuracy and generalization capability of traditional reconstruction methods. To address these limitations, this study proposes an adaptive framework that could capture both vertical structural dependencies and temporal variation patterns of OST via spatio-temporal clustering. By incorporating this framework with various deep learning models, e.g., dual-path convolutional neural networks (DP-CNN), Attention U-Net, and Vision Transformer (ViT), the OST field can be accurately reconstructed at a global scale only using surface observations, i.e., sea surface temperature (SST), sea surface salinity (SSS), sea surface height (SSH), and sea surface wind (SSW). Experimental results demonstrate that multiple deep learning methods using the proposed framework largely outperform their original counterparts, yielding improvements in RMSE ranging from 12.4\% to 27.2\%. This study provides a reliable solution for subsurface temperature reconstruction, offering important implications for meteorological modeling and climate change assessment."
2604.18906v1,physics.ao-ph,Atmospheric Science,Instability-Aware Steering of an Extreme Atmospheric River in an AI Weather Foundation Model,"Advances in deep learning methods for weather forecasting are creating opportunities to computationally explore the potential for steering or control of extreme weather trajectories for societal risk reduction. We present initial investigations into the feasibility of redirecting extreme atmospheric rivers (ARs) through small, instability-aware perturbations. Using the Aurora AI weather foundation model, we identify sensitive upstream locations using finite-time Lyapunov exponents and jet-eddy interaction criteria. We apply an idealized cloud-seeding operator that mimics latent heat release to assess whether these Lyapunov-guided interventions can influence downstream evolution. In a case study of a severe California AR, perturbations induce coherent downstream shifts in moisture transport, reducing intensity at landfall under favorable kinematic conditions. The response is nonlinear and contingent on the local flow geometry. These initial results suggest that the atmosphere's intrinsic chaotic sensitivity could be leveraged for dynamical control, offering a new research direction for extreme event risk mitigation."
2604.18727v1,physics.ao-ph,Atmospheric Science,Skillful Global Ocean Emulation and the Role of Correlation-Aware Loss,"Machine learning emulators have shown extraordinary skill in forecasting atmospheric states, and their application to global ocean dynamics offers similar promise. Here, we adapt the GraphCast architecture into a dedicated ocean-only emulator, driven by prescribed atmospheric conditions, for medium-range predictions. The emulator is trained on NOAA's UFS-Replay dataset. Using a 24 hour time step, single initial condition, and without using autoregressive training, we produce an emulator that provides skillful forecasts for 10-15 day lead times. We further demonstrate the use of Mahalanobis distance as loss that improves the forecast skill compared to the Mean Squared Error loss by explicitly accounting for the correlations between tendencies of the target variables. Using spatial correlation analysis of the forecasted fields, we also show that the proposed correlation-aware loss acts as a statistical-dynamical regularizer for the slow, correlated dynamics of the global oceans, offering a better background forecast for downstream tasks like data assimilation."
2605.00851v1,physics.ao-ph,Atmospheric Science,Observations of Atmospheric Helium and Oxygen with SPHEREx,"We present measurements of near-infrared (NIR) terrestrial airglow produced by helium and oxygen in the exosphere as observed by SPHEREx. Using eight months of survey data obtained from a 680 km low-Earth orbit, emission from HeI $λ$10830, OI $λ$8446, and OI $λ$11287 is mapped with both global spatial and multi-season temporal coverage. These measurements are obtained along upward looking lines of sight as part of the astrophysical survey, in contrast to conventional nadir-viewing Earth remote sensing, which probes the behavior of low-density material in the thermo- and exosphere. We describe an analytical framework to extract atmospheric emission lines in the presence of astrophysical backgrounds including stars, resolved galaxies, and the diffuse Zodiacal light. The resulting global measurements reveal temporal variability over the survey period and systematic dependencies on geographic location. We interpret these variations in the context of the variable Solar illumination and seasonal effects. SPHEREx, an astrophysical space observatory, is demonstrated to be a promising new platform for monitoring NIR airglow and investigating its coupling to Solar activity and global geophysical processes."
2605.00850v1,physics.ao-ph,Atmospheric Science,Earth System Foundation Model (ESFM): A unified framework for heterogeneous data integration and forecasting,"Foundation models (FMs) for the Earth system learn statistical relationships between physical variables across massive datasets to enable versatile downstream applications through finetuning, separating them from task-specific weather models. Here, we introduce Earth System Foundation Model (ESFM), a fully open model building on the 3D Swin UNet backbone of the pioneering Aurora model. ESFM introduces extensions that increase functionality and foster adoption in climate sciences. First, the encoding scheme and training protocols have been extended to handle diverse datasets, including those containing missing values across all spatio-temporal dimensions such as satellite data, as well as station data, all under one backbone. Axial attention is introduced to capture inter-variable dependencies. As a result ESFM skillfully predicts variables in regions or on pressure levels where no data is present at the initial time, while preserving inter-variable relationships, for example between temperature, pressure, and humidity. Individual variable tokenization enables different sets of variables to be shuffled during training and simplifies the process of building extensions for new downstream tasks. Adaptive layer norm-based ensembles allow for a simple yet effective way to transform deterministic ESFM to a probabilistic FM. We present findings using dense gridded data (ERA5, CMIP6), regionally masked dense data, sparse gridded MODIS satellite data, and station data. Results demonstrate competitive or superior performance relative to state-of-the-art benchmarks. Case studies of Super Typhoon Doksuri (2023) and 2024 sudden stratospheric warming events show accurate positional and magnitude estimations of extreme weather. ESFM retains the strengths of previous foundation models, such as long-term stability, but facilitates application to a variety of downstream tasks."
2604.17946v1,physics.ao-ph,Atmospheric Science,Import-Dependent Grain Processing Hubs: The Case of Türkiye's Flour Sector,"International commerce has long been seen as a key way to keep the global food system stable, allowing agricultural surpluses in some areas to compensate for shortages in others. This strategy has led to the rise of highly specialised processing hubs that combine significant industrial capacity with agricultural inputs sourced from throughout the world. Türkiye's flour sector -- currently the largest wheat flour exporter in the world -- represents one of the most prominent examples of this model. However, increasing climate variability and geopolitical fragmentation raise important questions regarding the long-term resilience of food systems that rely heavily on imported biological inputs. Recent research shows the growing probability of synchronised crop failures across multiple agricultural regions due to atmospheric circulation anomalies and climate-induced extreme weather events. The assumption that global markets can consistently rebalance supply disruptions through trade is challenged by such events. Using the flour industry of Türkiye as a case study, this paper investigates the susceptibility of globally integrated grain processing centres. In order to assess the correlation between the scope of industrial processing and the capacity of domestic agricultural production, we introduce the Biophysical Autonomy Ratio~(BAR). The analysis demonstrates that Türkiye's BAR has declined consistently over time, suggesting that its processing sector has expanded beyond the domestic production base. The results suggest that in order to enhance the resilience of the food system in the future, it may be necessary to establish a more precise alignment between biological production systems and industrial food infrastructure. The paper concludes by addressing the policy implications for national food security governance in the context of escalating climate instability."
2604.16924v1,physics.ao-ph,Atmospheric Science,Planetary climate interactions of the Qinghai-Tibetan Plateau,"The Qinghai-Tibetan Plateau (QTP), Earth's ""Third Pole"", profoundly shapes the Asian monsoon and regional climate and exerts far-reaching influence on the global climate system. Yet its role in organizing planetary-scale climate interactions remains poorly quantified. Here we develop a climate network framework to explicitly resolve the planetary teleconnection architecture associated with the QTP across historical observations and future climate projections, with physical consistency assessed using Lagrangian trajectory diagnostics and targeted numerical experiments. We uncover a persistent and directional interaction structure linking the QTP with multiple major climate tipping elements. In particular, we identify a robust tripolar interaction mode coupling the QTP with both the Arctic and Antarctica through coherent atmospheric-oceanic pathways. Our findings establish the QTP as a critical planetary climate integrator, revealing a significant blind spot in current climate models and risk frameworks regarding cascading tipping dynamics in a warming world."
2604.16643v1,physics.ao-ph,Atmospheric Science,"WP-MIP: An Artificial Intelligence, Hybrid and Physically Based Model Intercomparison Project for Weather Prediction","Rapid progress in the field of machine-learning for weather prediction has led to the emergence of algorithms whose forecasting skill can exceed that of traditional physically based models. This development represents an opportunity to improve the quality of forecasting services provided by operational centers, particularly given the speed at which machine-learning based models generate predictions. Despite the clear promise of these systems, questions remain about the ability of the current generation of machine-learning models to generate physically consistent predictions of the full suite of required forecast fields under all conditions. Answering these questions will require careful comparisons between the well-understood physically based models, current state-of-the-art machine-learning models, and the hybrid models that combine elements of these two archetypes. The Weather Prediction Model Intercomparison Project (WP-MIP) is a World Meteorological Organization-supported initiative whose initial goal is to create a centralized database of physically based, machine-learning and hybrid model forecasts to enable a distributed assessment and evaluation effort. The first instance of WP-MIP focuses on global deterministic predictions using both center-specific and common initializations to facilitate sensitivity studies. Forecasts contributed by institutions across six continents will be used to develop AI-ready verification techniques that highlight the strengths and weaknesses of each class of prediction system, with the goal of establishing best-practice guidance to model developers and national weather centers. The broad engagement of the operational and forecast-evaluation communities in WP-MIP will ensure that the project results are highly relevant to the development and deployment of next-generation weather prediction systems."
2604.16238v1,physics.ao-ph,Atmospheric Science,Enhancing AI and Dynamical Subseasonal Forecasts with Probabilistic Bias Correction,"Decision-makers rely on weather forecasts to plant crops, manage wildfires, allocate water and energy, and prepare for weather extremes. Today, such forecasts enjoy unprecedented accuracy out to two weeks thanks to steady advances in physics-based dynamical models and data-driven artificial intelligence (AI) models. However, model skill drops precipitously at subseasonal timescales (2 - 6 weeks ahead), due to compounding errors and persistent biases. To counter this degradation, we introduce probabilistic bias correction (PBC), a machine learning framework that substantially reduces systematic error by learning to correct historical probabilistic forecasts. When applied to the leading dynamical and AI models from the European Centre for Medium-Range Weather Forecasts (ECMWF), PBC doubles the subseasonal skill of the AI Forecasting System and improves the skill of the operationally-debiased dynamical model for 91% of pressure, 92% of temperature, and 98% of precipitation targets. We designed PBC for operational deployment, and, in ECMWF's 2025 real-time forecasting competition, its global forecasts placed first for all weather variables and lead times, outperforming the dynamical models from six operational forecasting centers, an international dynamical multi-model ensemble, ECMWF's AI Forecasting System, and the forecasting systems of 34 teams worldwide. These probabilistic skill gains translate into more accurate prediction of extreme events and have the potential to improve agricultural planning, energy management, and disaster preparedness in vulnerable communities."
2604.16040v1,physics.ao-ph,Atmospheric Science,Discharge at the Microscale: Using Optical Tweezers to Observe Muon-Induced Discharges of a Levitated Microparticle in Air,"Electrical discharge at the smallest possible length and charge scales is not well understood. Using optical tweezers, we investigate spontaneous discharges of a single micron-scale particle levitated in air. These ``microdischarges'' have a typical size of $\sim$40 $|e|$, but can be as small as a few $|e|$ and as large as several hundred. The absence of a well-defined trigger charge and the weak dependence on particle size suggest events are not classical gaseous breakdown. Instead, we show that microdischarge events arise from the rapid capture of ions left in the tracks of nearby passing ionizing radiation. Our results highlight the role of natural ionizing radiation in initiating micron-scale discharges and provide a platform for studying discharge physics in electrode-free environments and at the smallest scales."
2604.14342v1,physics.ao-ph,Atmospheric Science,A Fast and Physically Grounded Ocean Model for GCMs: The Dynamical Slab Ocean Model of the Generic-PCM (rev. 3423),"Ocean dynamics are often sidelined in exoplanet climate studies due to the high computational cost of fully coupled atmosphere-ocean general circulation models (GCMs). However, ocean heat transport (OHT) can play a critical role in shaping the climate and observables of terrestrial planets. As a compromise, most exoplanet GCMs rely on slab ocean models without OHT. Here, we present an improved compromise - a fast and physically grounded dynamical slab ocean model, implemented in the Generic Planetary Climate Model (Generic-PCM). The model extends previous frameworks by incorporating a Sverdrup balance formulation for wind-driven Ekman transport, the first application of the Gent-McWilliams parameterisation of mesoscale eddies in a slab ocean model, and a spectrally and thickness-dependent treatment of sea ice and snow albedo. In aquaplanet simulations, enabling OHT produces substantial changes in both surface climate and atmospheric circulation, including cooler tropical sea surface temperatures, reduced sea ice, and the emergence of a double-banded equatorial precipitation pattern driven by Ekman-induced upwelling. The resulting OHT profiles show first-order agreement with fully coupled atmosphere-ocean GCMs. Applied to modern Earth, the model reproduces key large-scale climate properties, including a global mean surface temperature of 13°C (within 1°C of observations), planetary albedo of 0.32 (within 0.01), and sea ice extent with significantly reduced seasonal biases relative to simulations without OHT. Due to model parallelisation, these improvements are achieved at almost no additional computation cost compared to OHT-disabled simulations run over the same number of model years. This enables long integrations, making the model particularly well suited for exoplanet and paleoclimate studies where broad parameter exploration is essential."
2604.14123v1,physics.ao-ph,Atmospheric Science,Revisiting the Dynamical Properties of Pedlosky's Two-Layer Model for Finite Amplitude Baroclinic Waves,"Baroclinic instability is a fundamental mechanism driving atmospheric dynamics. In this work, we revisit Pedlosky's two-layer model for finite amplitude baroclinic waves - a seminal framework for studying the unstable growth of finite perturbations - leveraging modern nonlinear techniques and computational resources. We show that the geophysical state of the baroclinic wave exhibits a rich diversity of dynamical regimes governed by the level of dissipation induced by Ekman boundary layers. In the inviscid limit, we demonstrate that the model is integrable. Upon increasing dissipation, the system undergoes a complex sequence of bifurcations. On one hand, deterministic chaos, identified by means of the Lyapunov exponents, provides a genuine mechanism for destabilization of the wave. On the other hand, in regimes where the wave equilibrates, dependence on the initial condition is crucial, eventually leading to the coexistence of multiple attractors. We study the governing equations of the model and their truncation to a finite-dimensional system of ordinary differential equations, together with the minimal low-order truncated system which is structurally equivalent to the Lorenz model. Its bifurcation diagram allows for elucidating the transition of the wave amplitude from stable equilibration to periodic oscillations - terminating in homoclinic orbits - and, ultimately, deterministic chaos through a period-doubling route. We finally comment on the robustness of these features for higher-dimensional models."
2604.14009v1,physics.ao-ph,Atmospheric Science,The impact of two-dimensional filtering on white noise spectra in SWOT along-track observations,"The Surface Water and Ocean Topography (SWOT) mission provides two-dimensional observations of sea surface height (SSH) at unprecedented spatial resolution, enabling exploration of ocean variability down to scales of $O(10~\mathrm{ km})$. At these scales, however, interpreting SSH variability is challenging because ocean dynamical signals overlap with measurement noise, and their respective spectral signatures are not yet fully understood. Recent analyses of SWOT 2-km posting observations have shown that along-track spectra are red, with a power-law-like behavior at small scales and spectral slopes around or steeper than $-1$, with their magnitudes and slopes correlated with SWOT measurement noise. Here, we investigate the hypothesis that the red along-track spectra can arise from two-dimensional filtering and aliasing of spatially uncorrelated (white) noise. Using synthetic experiments, we show that the resulting one-dimensional along-track spectra exhibit red, power-law-like behavior at small scales, consistent with observations. The apparent spectral slope depends on the noise level, its cross-track variability, and the background ocean signal. This finding highlights the importance of carefully accounting for measurement noise and processing effects when interpreting SWOT spectra, and suggests that such a noise model should serve as a baseline null hypothesis for small-scale spectral analyses."
2604.13481v1,physics.ao-ph,Atmospheric Science,Monthly Diffusion v0.9: A Latent Diffusion Model for the First AI-MIP,"Here, we describe Monthly Diffusion at 1.5-degree grid spacing (MD-1.5 version 0.9), a climate emulator that leverages a spherical Fourier neural operator (SFNO)-inspired Conditional Variational Auto-Encoder (CVAE) architecture to model the evolution of low-frequency internal atmospheric variability using latent diffusion. MDv0.9 was designed to forward-step at monthly mean timesteps in a data-sparse regime, using modest computational requirements. This work describes the motivation behind the architecture design, the MDv0.9 training procedure, and initial results."
2604.13446v1,physics.ao-ph,Atmospheric Science,Modeling the Sea-Level Change from U.S. Vehicle Emissions,"Recent U.S. Environmental Protection Agency (EPA) analyses have argued that greenhouse gas emissions from U.S. on-road vehicles contribute negligibly to global mean sea-level rise (GMSLR). Here, I replicate and extend the EPA's modeling framework using the FaIR climate model coupled with the BRICK sea-level model, incorporating a probabilistic weighting approach and a longer model timescale to better represent joint climate-sea-level uncertainty. In addition to the baseline SSP2-4.5 scenario and an EPA-consistent emissions reduction case, I examine alternative scenarios reflecting stalled technological progress and a counterfactual pre-regulation vehicle fleet. Results reproduce EPA estimates of approximately 1-2 cm of GMSLR reduction by 2100 under vehicle emissions mitigation but show that these differences grow substantially over multi-century timescales, exceeding 6 cm by 2200. Downscaling to U.S. coastlines reveals larger local effects, particularly along the Gulf of Mexico Coast. These findings highlight the long-term and regionally amplified benefits of emissions reductions from the transportation sector."
2604.12193v1,physics.ao-ph,Atmospheric Science,Data-driven Urban Surface Classification Elucidates Global City Heterogeneity,"Accurate urban surface characterization is essential for environmental modeling, risk assessment, and climate adaptation. However, existing classifications of urban surfaces lack the global consistency and physical detail to fully represent present-day urban heterogeneity. To address this need, we developed a globally unified, Data-driven Urban Environmental Zone (DUEZ) framework. By applying unsupervised clustering to high-resolution (500-m) datasets of building morphology, vegetation, and surface imperviousness, we classified global urban surfaces into 27 DUEZs, representing the exposure setting for approximately 85% of the global population. Compared to the Local Climate Zone scheme, DUEZ framework provides a more detailed representation of urban form, capturing the fine-scale mixing of built and vegetated surfaces in modern cities. Further aggregation of DUEZ patterns revealed nine predominant urban textures globally with regional differences and socioeconomic relevance. The DUEZ framework enhances physical representation of complex urban surfaces in numerical models and establishes a consistent, data-driven basis for global urban environmental studies."
2604.16495v1,physics.ao-ph,Atmospheric Science,Effect of gap width on turbulent transition in Taylor-Couette flow,"Simulations of the transitional flow in Taylor-Couette configuration are carried out to study the effect of the gap width on turbulent transition. The research results show that, under the same radius and the rotating speed of the inner cylinder, as the gap width increases, the flow becomes more stable. It is discovered that the average velocity distribution in the gap approaches the free vortex flow as the width increase and the stability of the flow is enhanced. It is found that, as the gap width increases, the maximum of the energy gradient function (from the energy gradient theory) in the gap decreases, which delays the turbulent transition. As such, the larger the gap width, the later the transition occurs. As the gap width increases, the Reynolds number based on the gap width alone is not able to characterize the flow behavior in Taylor-Couette flows, and the effect of the radius ratio should be taken into account."
2604.12143v1,physics.ao-ph,Atmospheric Science,"A First Principles Approach to the 100,000-year Problem","The 100,000-year problem concerns the dominant period of glacial-interglacial cycles over the past 800,000 years and their correlation with Earth's orbital eccentricity, despite eccentricity's weak influence on solar radiation. Two theories compete: the astronomical theory, in which orbital forcing drives the cycles with amplification from Earth system feedbacks, and the geochemical theory, in which internal dynamics dominate with orbital forcing synchronising oscillations. We investigate these theories using conceptual models. Augmentations to the Budyko energy balance model fail to reproduce the 100,000-year period, revealing formulation limitations. Linearised versions of existing non-linear ice volume models perform comparably to their full counterparts, indicating the data does not necessitate non-linear dynamics. We develop two simple linear models: a feedforward model aligned with the astronomical theory and a feedback model aligned with the geochemical theory. The feedforward model reproduces the ice volume record well and offers a novel explanation for the absence of eccentricity's 400,000-year period, arising from oceanic heat storage and tropospheric energy responding with differing phase lags. Conservative estimates show bulk ocean temperature variation can be explained by eccentricity alone, challenging the geochemical theory's core assumption. We also show that widespread use of Q65 may bias models towards geochemical explanations by underrepresenting eccentricity. The feedback model's improvement is concentrated around Marine Isotope Stage 11, suggesting this anomalous interglacial reflects Earth-based events rather than a general requirement for feedback mechanisms. We conclude that 800,000 years of glacial cycles can be largely reproduced by a linear astronomical model, emphasising the importance of parsimony when interpreting palaeoclimate data."
2604.11605v1,physics.ao-ph,Atmospheric Science,A Regime Shift in Atlantic Surface Currents Reveals a Step-like Decline of the Meridional Overturning Circulation,"The Atlantic surface currents associated with the Atlantic Meridional Overturning Circulation (AMOC) play a central role in regulating Earth's climate, yet their large scale dynamical response to climate variability remains poorly understood. Here we identify a previously unrecognized basin scale phase of Atlantic surface circulation, termed the Atlantic Convergence Divergence Mode (ACDM), characterized by a convergence divergence pattern in the North Atlantic and coherent meridional flows in the South Atlantic. We show that the ACDM experienced a pronounced regime shift in 2009, marked by weakened vertical water exchange and reduced meridional transport. This transition closely coincides with direct RAPID MOCHA AMOC observations and is driven by AMOC modulated multicale forcing: a low frequency oceanic thermal reorganization that preconditions the system, and episodic atmospheric shocks that trigger the shift. By identifying the ACDM variability as a sensitive and physically grounded proxy for interannual AMOC fluctuations, we reveal that the observed 2009 shift signifies a nonlinear, step like weakening of AMOC that triggered a fundamental basin scale reorganization of Atlantic surface currents. Our results offer a dynamical explanation for the AMOC's recent decline and demonstrate its inherently nonlinear nature, highlighting the need to account for step like transitions in assessing its stability and future evolution."
2604.10694v1,physics.ao-ph,Atmospheric Science,Remarks on the acceleration of global warming and the imminent breach of the 1.5°C Paris Agreement target,"To answer the questions of whether global warming is accelerating and when the 1.5°C Paris Agreement target will be exceeded, the global mean surface temperature from 1880 to 2025 is first examined using a purely graphical approach and later, in a more conventional way, using various time-domain and frequency-domain methods. In an effort to reduce variability, exogenous variables such as El Niño and solar variations are taken into account. Although it ultimately remains unclear to what extent these variables are actually helpful, we feel confident in summarizing the empirical results of this study to suggest that global warming is indeed accelerating and that a breach of the 1.5°C Paris Agreement target is imminent. But when it comes to statistical significance, caution should still be exercised. While the acceleration hypothesis can be confirmed with a fair degree of certainty under reasonably plausible assumptions (albeit with the help of a bit of data snooping, which is unavoidable when building on the results of earlier studies that used virtually the same data), there is currently not enough evidence to prove that the 1.5°C target has already been exceeded. However, if 2026 and 2027 turn out to be very warm due to the approaching El Niño, that could change very soon."
2604.10668v1,physics.ao-ph,Atmospheric Science,Understanding Left-Moving Supercells: Environmental Factors and Forecasting Challenges,"Left-moving (LM) supercells, characterized by anticyclonically rotating updrafts in the Northern Hemisphere, are significant due to their propensity to produce large hail. Although less common than right-moving supercells, they present notable forecasting challenges and societal impacts. However, despite these impacts, the environments of LM supercells are poorly understood compared to their right-moving counterparts. To address this gap, this research focuses on enhancing the understanding of LM supercells by examining the environmental conditions conducive to their development. A manually compiled and quality-controlled dataset of over 850 LM supercell cases across North America is used to provide a robust sample. Near-storm environments are characterized through the use of RAP/RUC inflow proximity sounding profiles. Leveraging storm properties, including mesoanticyclone strength, hail size, wind speed, and duration, we investigate whether environments can differentiate between these varying strengths and categories, thereby enhancing forecaster awareness. Results show that LMs typically form in environments supportive of right movers, with a key difference being that LMs likely only realize the shape of the hodograph above their LCLs. Lapse rates, CAPE, and LCL height are the best predictors of LM strength and hail potential. LMs with wind reports have drier boundary layer moisture, steeper 0--3 km lapse rates, larger CAPE, and higher LCL heights, leading to increased evaporational cooling. Longer-lived LMs often have weaker CAPE and stronger shear as compared to shorter-lived LMs. These results establish a unique parameter space climatology of LM supercells, thus providing essential forecasting insight and reducing the research gap for these storms."
2604.10564v1,physics.ao-ph,Atmospheric Science,Direct Lagrangian tracking simulation of droplet growth in vertically-developing turbulent cloud,"We developed a new explicit cloud microphysical model, based on direct numerical simulation (DNS) with Lagrangian particle tracking. The model employs a vertically-elongated quasi-1D computational domain extending from the ground to the cloud top to explicitly capture the vertical structure of clouds. This allows us to simulate the all warm-cloud microphysical processes, including activation, condensation growth, collision-coalescence growth, and sedimentation. A homogeneous isotropic turbulence field is incorporated into this domain to explicitly resolve the turbulent wind fluctuations. Cloud microphysics simulations with and without turbulent wind fluctuations were performed to clarify the impact of turbulence on droplet growth. We obtained new insights into the altitude- and time-dependent microphysical statistics, which cannot be obtained through conventional DNS researches for a cubic box domain with periodic boundaries. The comparison have shown that turbulence promoted the collision-coalescence growth of droplets. During the early developing stage, where the updraft was present, turbulence promoted the collisions between droplets with similar sizes (autoconversions) in the middle layer of the cloud. In later stage, relatively large droplets produced by autoconversions actively collected smaller droplets (accretions) in the middle and lower layers. The onset of precipitation at the ground occurred earlier and the first raindrop at the ground was larger in turbulence case than that in non-turbulence case."
2604.10292v1,physics.ao-ph,Atmospheric Science,Power laws in the sea ice floe size distribution: a stochastic theory,"Sea ice is a complex system, and observations have shown that ice segments (i.e., floes) have a wide range of sizes, with a floe size distribution that follows a power law. However, a theory for the power law and its exponent have remained elusive. Here, floe-resolving numerical simulations are investigated with a discrete element model, in order to gain further information by gathering statistics of fracture and welding events. Then, based on the insights from the floe-resolving simulations, a stochastic fragmentation-coagulation theory is proposed. Exact solutions are found with a power law. The power-law exponent can take a variety of values, and it depends on the fracture and welding rates. Such behavior is reminiscent of seasonal changes in the power-law exponent, which have been reported in past analyses of observational data."
2604.10094v1,physics.ao-ph,Atmospheric Science,Global monitoring of methane point sources using deep learning on hyperspectral radiance measurements from EMIT,"Anthropogenic methane (CH4) point sources drive near-term climate forcing, safety hazards, and system inefficiencies. Space-based imaging spectroscopy is emerging as a tool for identifying emissions globally, but existing approaches largely rely on manual plume identification. Here we present the Methane Analysis and Plume Localization with EMIT (MAPL-EMIT) model, an end-to-end vision transformer framework that leverages the complete radiance spectrum from the Earth Surface Mineral Dust Source Investigation (EMIT) instrument to jointly retrieve methane enhancements across all pixels within a scene. This approach brings together spectral and spatial context to significantly lower detection limits. MAPL-EMIT simultaneously supports enhancement quantification, plume delineation, and source localization, even for multiple overlapping plumes. The model was trained on 3.6 million physics-based synthetic plumes injected into global EMIT radiance data. Synthetic evaluation confirms the model's ability to identify plumes with high recall and precision and to capture weaker plumes relative to existing matched-filter approaches. On real-world benchmarks, MAPL-EMIT captures 79% of known hand-annotated NASA L2B plume complexes across a test set of 1084 EMIT granules, while capturing twice as many plausible plumes than identified by human analysts. Further validation against coincident airborne data, top-emitting landfills, and controlled release experiments confirms the model's ability to identify previously uncaptured sources. By incorporating model-generated metrics such as spectral fit scores and estimated noise levels, the framework can further limit false-positive rates. Overall, MAPL-EMIT enables high-throughput implementation on the full EMIT catalog, shifting methane monitoring from labor-intensive workflows to a rapid, scalable paradigm for global plume mapping at the facility scale."
2604.09510v1,physics.ao-ph,Atmospheric Science,On the Methodology for Assessing Vegetation Impacts on the Atmospheric Branch of the Hydrological Cycle,"China has undertaken unprecedented, state-driven vegetation restoration on a continental scale. This large-scale land-surface intervention offers a rare opportunity to assess how deliberate biospheric change influences climate-relevant processes, especially the hydrological cycle. Of particular interest is how increased water use by additional vegetation affects terrestrial water availability, including streamflow that sustains both ecosystems and human society. Here we evaluate the methodological basis for addressing this question in light of recently available data on hydrological change in China. Revisiting the atmospheric branch of the hydrological cycle, we argue that water yield depends fundamentally on vegetation-induced changes in atmospheric circulation. When the effects of vegetation on atmospheric dynamics are neglected, as in moisture-recycling-based approaches, the analysis is predisposed by construction toward diagnosing a negative effect of additional vegetation on water yield. Given the nonlinear dependence of precipitation on atmospheric moisture, we further suggest that streamflow reductions associated with added vegetation in dry regions reflects a transient phase of early ecological succession rather than a long-term outcome. As ecosystems mature and regional moisture regimes evolve, this relationship may reverse, generating a positive feedback between vegetation cover and water availability. We briefly discuss recent observational evidence consistent with this interpretation. We conclude that robust assessment of vegetation impacts on water yield requires frameworks that explicitly couple vegetation change, atmospheric processes, and hydrological responses. Such an approach is essential for distinguishing short-term trade-offs from longer-term system trajectories and for informing sustainable land management under continued ecosystem restoration and conservation."
